Date,AAPL,MSFT,TSLA,SPY,TLT,GLD
2020-01-03,-0.009769705727106448,-0.01252971872092612,0.02920267893223416,-0.007601052692843169,0.015283288301466413,0.01318126588252877
2020-01-06,0.007936352754266629,0.002581232057086602,0.01907161217475517,0.003807748329290206,-0.005694839066346269,0.010434868967012179
2020-01-07,-0.0047141754049766504,-0.00915948797177979,0.03806670586808636,-0.002815880764202916,-0.004928011303383606,0.003927428056507587
2020-01-08,0.01595842773457168,0.01580303192682564,0.04803256849306692,0.005315540186803247,-0.006633319339687915,-0.0075298025846350924
2020-01-09,0.021018424702217153,0.01241537760345146,-0.022189385476863333,0.006757681752731948,0.0035044072259786674,-0.00566768448635635
2020-01-10,0.0022582330744285173,-0.004637634559759185,-0.006649355680979685,-0.002881961735538674,0.008851870199402256,0.006008107616787939
2020-01-13,0.02113908032751155,0.011952478827849333,0.09320702322102248,0.006854133631792436,-0.0030386753051461213,-0.007447144703816022
2020-01-14,-0.013595146772642508,-0.007068132020506823,0.024578286172624697,-0.0015259074460418631,0.0051307984834316755,-0.00089194118264313
2020-01-15,-0.0042947568377691425,0.006455238008348019,-0.03676981311758132,0.002257362135947183,0.006609790983974406,0.005817289492434874
2020-01-16,0.0124490849907124,0.01815750990247622,-0.009709462276707548,0.008283992376273197,-0.0031550420172390403,-0.0015707412123404652
2020-01-17,0.01100979776913924,0.005581108788638822,-0.00583991330438316,0.00310750097042245,-0.008585547450167041,0.0018437252860081799
2020-01-21,-0.006800055357413015,-0.003597020061251399,0.06942373110021949,-0.0019600813407727458,0.010451402484482841,0.0010909837309727166
2020-01-22,0.0035632740227651283,-0.004816501520628513,0.040049835144913004,0.00012104925020928192,0.003506886178291424,0.00034059751071335853
2020-01-23,0.0048044066036663224,0.006137011499480316,0.004624413044606701,0.0011461672570716175,0.006977480087761556,0.0022455988755121226
2020-01-24,-0.002886216934099295,-0.010127861609523059,-0.012981499419033593,-0.00893296583356129,0.008055713669377518,0.005828553518776758
2020-01-27,-0.02984629822111806,-0.01686468209776759,-0.012112331857897729,-0.01615916034995113,0.015435240710352183,0.0068021258430706055
2020-01-28,0.027896726871465383,0.019406279995014764,0.015788092787861085,0.01042454241617019,-0.007862526129557956,-0.008966868036617726
2020-01-29,0.020716236845539804,0.015472721401045497,0.02455066473079137,-0.000826479310280348,0.009731830133553387,0.005403248480831735
2020-01-30,-0.0014499675448123028,0.02781698198733462,0.09799952270077927,0.003240071155452995,0.00013858736976501973,6.7318940979888e-05
2020-01-31,-0.04535208965880422,-0.014868365726394828,0.015115867923964021,-0.01832448618384408,0.00908880885176,0.005775708477189667
2020-02-03,-0.0027500445873753776,0.024086025774279207,0.1814450008676589,0.007400820227670302,-0.0008109589259399641,-0.00651687759559838
2020-02-04,0.03248040676472286,0.03238652918751317,0.12861869702853346,0.015126152707052753,-0.013558797048876414,-0.01309430818678159
2020-02-05,0.008121330975700225,-0.0012222106673700495,-0.18845037343186988,0.011482045439423771,-0.010994621084787326,0.0012285555646718294
2020-02-06,0.011629142688597938,0.0205217679247367,0.019223358515689792,0.003358821081403285,0.004497061830187832,0.005373934234125244
2020-02-07,-0.013686031463103099,0.0014150019806349334,-0.0011890304222132997,-0.005343493973472668,0.012400367573588866,0.0026423634506587135
2020-02-10,0.0047383118471922,0.025820382228677552,0.03055490434558017,0.007437541458243935,0.00276575198536122,0.0025679490647929626
2020-02-11,-0.006051495021746511,-0.022834009256061272,0.00401120528575083,0.0017315529655297368,-0.0050530046703487486,-0.00344789243087007
2020-02-12,0.023470075620175557,0.0014627724383782237,-0.00919782856707796,0.0064221415747365285,-0.005079365784881773,-0.0008130784812250269
2020-02-13,-0.007146501303300745,-0.0054286432953398744,0.0467343882730451,-0.001067447318172654,0.003829622376559705,0.005677303718111482
2020-02-14,0.0002463550279934168,0.008887506547451629,-0.004949986662921457,0.0016007439896927877,0.004367285829691703,0.004169722276595955
2020-02-18,-0.018480137133801477,0.010091792595666504,0.0704209168261074,-0.002580371572681983,0.006825698993504936,0.01273735095184314
2020-02-19,0.014378569131028307,0.0029946785313370583,0.06649517653196213,0.004769742589791903,-6.837596788233924e-05,0.005814285510176376
2020-02-20,-0.0103116663214049,-0.015389162922223143,-0.019826354777620736,-0.004116517880619064,0.007802395194907774,0.004076339518292116
2020-02-21,-0.022895197498728592,-0.03212287405966485,0.0017662480443414452,-0.010351828623045733,0.009297906082466056,0.014913455926308217
2020-02-24,-0.04866572183157114,-0.04407253207684114,-0.07752369493467537,-0.033727593337196105,0.014817572894302522,0.00894500265671816
2020-02-25,-0.03445911793794476,-0.016639639167824072,-0.041482357972054906,-0.030770720040875332,0.005310533973496234,-0.018035934723933167
2020-02-26,0.01573917059106833,0.01241752289391318,-0.02674494953501716,-0.003685073390709448,-0.005310533973496234,0.004360980385151869
2020-02-27,-0.06760277379378099,-0.07306466506476195,-0.13713311629061176,-0.04595159066145449,0.010790492140426267,0.00019481624361361582
2020-02-28,-0.0005851072872253837,0.023924511661927106,-0.016347950327421312,-0.00421027584213185,0.022331714958155224,-0.03717601874476628
2020-03-02,0.08901838077380653,0.06441909893883846,0.10725702478591037,0.04239501834597181,-0.007384103940411002,0.00551108364665609
2020-03-03,-0.03227436034527731,-0.04910577049026177,0.0025383850988234258,-0.029050373234217552,0.015406451683912081,0.03095039019408663
2020-03-04,0.045340726113032304,0.03605700335178064,0.005337746224066908,0.04117368498048002,-0.010675171093608604,0.0017529903517550238
2020-03-05,-0.032974795407417545,-0.025415235132395964,-0.033869376791647365,-0.033806832226733974,0.02458651967859815,0.021370951204574773
2020-03-06,-0.013368956901798512,-0.028674339926521242,-0.029497510135476634,-0.016669378468978202,0.05073504668509621,0.0003808885074381152
2020-03-09,-0.08239527120065748,-0.07017855233509529,-0.14586457137702036,-0.08131233773454394,0.026741930224853938,0.0016488747161256256
2020-03-10,0.06954620531516209,0.06614706569700957,0.05958692955168354,0.0504504818767737,-0.05261805482464421,-0.021327151826289636
2020-03-11,-0.03534821835119306,-0.04635993189212151,-0.0173500989279729,-0.04997707885968339,-0.037491851936782616,-0.0035667044227176703
2020-03-12,-0.10397754057736819,-0.0996416771425288,-0.12349328402408677,-0.10056849739152796,0.006177348801695182,-0.0407056042424383
2020-03-13,0.11315781633692445,0.13292880243918503,-0.02516454136147539,0.08202800129144894,-0.022862219219120128,-0.030991552565301284
2020-03-16,-0.1377084026022004,-0.1594535657002778,-0.20552230217550038,-0.11588649805800344,0.06275439954179962,-0.011512126298224956
2020-03-17,0.04303090158273992,0.07912254457329926,-0.033981345006121266,0.05258483824729421,-0.06900992259239569,0.013464426338705593
2020-03-18,-0.02478447294391728,-0.043008142947448924,-0.17476304366003292,-0.05195955135438535,-0.05806645412770539,-0.020123106842711458
2020-03-19,-0.007691557324189802,0.01631949306326419,0.16879451260286116,0.0021225696625917223,0.026861020989479734,-0.019086492837834257
2020-03-20,-0.0655904381577832,-0.03828235678395675,-0.0002572066899428904,-0.044050268738845766,0.07250354812388782,0.01488438314668361
2020-03-23,-0.021473112534120986,-0.01002474833193201,0.015688043665694096,-0.025900732662448966,0.04038195980890347,0.04323149614629607
2020-03-24,0.09560598557804578,0.08699913065825715,0.15084593365171228,0.08673087890130127,-0.018790121458723164,0.047389520259250695
2020-03-25,-0.005523884287133463,-0.009618785819430542,0.06562083944686448,0.014859371566100066,-0.002273567273906707,-0.013784208180364743
2020-03-26,0.05128515040878323,0.06067301093534461,-0.020780038675525248,0.056748654755454986,0.004910047008349849,0.012740714714697177
2020-03-27,-0.042283913900702075,-0.041927566488129564,-0.02647580531234839,-0.030238419632803826,0.026342696125136733,-0.0064814490892439736
2020-03-30,0.028138404216241142,0.06797679135033263,-0.02406438727563831,0.031959911428740995,-0.008262640179421687,0.004390990264266925
2020-03-31,-0.0020428086288664105,-0.015852201708915103,0.04263263821287655,-0.015017910007318669,-0.008149832242762223,-0.03236482169365207
2020-04-01,-0.05405175530431272,-0.03615424797436351,-0.08446087652228762,-0.04604905248421165,0.01391288607184027,0.009411793149400438
2020-04-02,0.016548972475092683,0.0204971710371602,-0.0578989210005183,0.02281338025947033,0.00632585820912368,0.016260501110561876
2020-04-03,-0.014475554483769137,-0.009252942085952398,0.05467504939194523,-0.014559606084229237,0.002376747067545537,0.004925309776577791
2020-04-06,0.08364010496365193,0.07173248729066284,0.07276481895829434,0.06500656548530603,-0.0026150352478726546,0.027333533815435018
2020-04-07,-0.011650053547356265,-0.010828725183968047,0.05503939414254688,0.0010189048238133935,-0.010527756231537566,-0.005368871400719399
2020-04-08,0.025272762091907985,0.00998111485309039,0.0061957610687275455,0.03301723862421824,-0.007302527731053665,-0.008947881947437786
2020-04-09,0.007189978315062184,6.0699438480860124e-05,0.043078797207400044,0.015102870268008495,0.0018160099940178753,0.025788169295063668
2020-04-13,0.019437313384896626,0.0022381491331335823,0.12754711640907024,-0.009172402596631102,-0.009172257164510533,0.0169951055139288
2020-04-14,0.04926913791324594,0.04829798689250708,0.08667717987288537,0.029066553526264194,-0.00024353852959713151,0.007837301543346165
2020-04-15,-0.009169193659364971,-0.010533057738532747,0.027701620757381917,-0.021476992914998938,0.02614422415785178,-0.005115017933585264
2020-04-16,0.007914637363667154,0.0295790541686225,0.020854428493631172,0.004812579920573157,0.011292859659971732,-0.0008653689753943539
2020-04-17,-0.013661687802120959,0.008772900539526951,0.01158041104155938,0.02665697503934439,-0.013495385175302133,-0.019608466717140338
2020-04-20,-0.02097514409289225,-0.020019631720008313,-0.010038465581097888,-0.017774889842852915,0.008012645015377018,0.007100853720992006
2020-04-21,-0.03139830999434423,-0.04223685575607483,-0.08328137479063669,-0.030833615525523328,0.012512532803629739,-0.006848673348053502
2020-04-22,0.02839659666126071,0.033401112823827184,0.06400415510269575,0.021951530329031854,-0.010268772595818376,0.019479888950845847
2020-04-23,-0.0038826701265239905,-0.012176507989698493,-0.036839791089286145,-7.184775416391176e-05,0.005294632342526029,0.009905643795524277
2020-04-24,0.028460705370111583,0.018094627143088182,0.027287530988993947,0.013842711092574511,0.0023437292114554253,-0.004294729942651898
2020-04-27,0.0007063071219155503,-0.002868846098251332,0.09666945779957148,0.014315351424825984,-0.018789048790166518,-0.006662589983554845
2020-04-28,-0.016342141313462122,-0.02466225813295342,-0.037801017814306004,-0.004608684239006955,0.011445885291114344,-0.004466516323335057
2020-04-29,0.03231747839214538,0.0438957744231212,0.04000202028093547,0.02584104089496897,-0.005202856175778869,0.005518192454017523
2020-04-30,0.020876366100782917,0.009982454703807875,-0.02354775998073677,-0.009353981153595647,-0.011745566608815317,-0.018282683683788825
2020-05-01,-0.01623017902677848,-0.0262325567876891,-0.10873700220740767,-0.026830050085335344,0.0085271212134721,0.006152293383342666
2020-05-04,0.014049778669781077,0.024165773511263033,0.08191872034051917,0.002754558818517161,-0.004714991949527736,0.003498676361159525
2020-05-05,0.014897376471795454,0.010678284271427252,0.009180180665024018,0.0091964698560556,-0.006421834009076477,0.004232069630407231
2020-05-06,0.010264269183878127,0.009799454468435442,0.01853302359778297,-0.006801666088044556,-0.016267042507879026,-0.012938939248233972
2020-05-07,0.010291598929585533,0.005790040043593514,-0.0032509738702097835,0.011994684629291541,0.016567981199814064,0.0152341241085594
2020-05-08,0.023522959448889047,0.005865178291795559,0.049251546048291406,0.016410732346993306,-0.01308631555905837,-0.006028427741239462
2020-05-11,0.015612831009153894,0.011092819619973326,-0.009971196406894922,0.000205001468987831,-0.00783615288892836,-0.006253147010599314
2020-05-12,-0.011494007301600995,-0.0229126989079651,-0.002319959337076405,-0.020132650344699243,0.01021203016057104,0.0038815245238019713
